dataset,method,family,seed,n_total,n_train,n_test,d,host,pid,rss_start_mb,rmse_test,mae_test,r2_test,nrmse_test,n_fits,fit_time_s,best_hp,used_defaults,used_constant_predictor,error,rss_peak_mb,rss_end_mb,rss_advisory_exceeded
abalone,kernel_ridge_rbf,kernel,1,2500,2000,500,10,5129-185601-qvgdtemg-172-21-0-50,397860,350.25,2.143275818324184,1.5483309231233289,0.5714410110873398,0.6621814697024275,64,5.820860696000636,"{'alpha': 0.04708838526959415, 'gamma': 0.027628402433262086}",False,False,,381.4375,387.41796875,False
physiochemical_protein,kernel_ridge_rbf,kernel,2,2500,2000,500,9,5129-185601-qvgdtemg-172-21-0-50,397869,342.203125,4.5219203347969925,3.54686800972072,0.4405517814181957,0.7286888133742646,49,4.865292923000197,"{'alpha': 0.058031915035908606, 'gamma': 0.1531681804917735}",False,False,,375.45703125,381.4609375,False
naval_propulsion_plant,kernel_ridge_rbf,kernel,2,2500,2000,500,14,5129-185601-qvgdtemg-172-21-0-50,397833,353.515625,0.000175594609342,0.0001344246620991,0.9998639142297298,0.0119909890981036,79,6.21168481299992,"{'alpha': 4.6091326060776594e-05, 'gamma': 0.09610146165092541}",False,False,,384.80078125,390.78125,False
video_transcoding,kernel_ridge_rbf,kernel,3,2500,2000,500,24,5129-185601-qvgdtemg-172-21-0-50,397825,350.8125,3.474379783067858,1.8151023339994807,0.930146227787488,0.2289160243710164,88,6.262295751999773,"{'alpha': 0.0002842316438237089, 'gamma': 0.007613725060386668}",False,False,,384.26171875,390.41796875,False
video_transcoding,kernel_ridge_rbf,kernel,4,2500,2000,500,24,5129-185601-qvgdtemg-172-21-0-50,397815,351.48828125,5.726040599417163,2.439650905049407,0.8358471189107086,0.3828633939402537,88,6.481643490999886,"{'alpha': 0.00029017752314993025, 'gamma': 0.006265247091440835}",False,False,,384.91015625,390.953125,False
sarcos,kernel_ridge_rbf,kernel,2,2500,2000,500,21,5129-185601-qvgdtemg-172-21-0-50,397823,352.0390625,3.2790500181126667,2.30063968462311,0.9716909921312378,0.1638318351735526,76,5.758851716000208,"{'alpha': 0.0016546861660390075, 'gamma': 0.009433816946113569}",False,False,,385.43359375,391.453125,False
cpu_activity,kernel_ridge_rbf,kernel,4,2500,2000,500,21,5129-185601-qvgdtemg-172-21-0-50,397843,343.16796875,4.14861793146046,2.3762554230172954,0.955303175540653,0.2136600343440376,79,6.24494309199963,"{'alpha': 0.0011513098040354863, 'gamma': 0.002749889796241858}",False,False,,376.60546875,382.6640625,False
cps88wages,kernel_ridge_rbf,kernel,0,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,397832,353.9375,340.79922191398424,243.06972404623147,0.3255466126362509,0.8309677830602097,79,6.443829400999675,"{'alpha': 0.00010647851804851226, 'gamma': 0.00025932874744894076}",False,False,,385.125,391.1328125,False
physiochemical_protein,kernel_ridge_rbf,kernel,1,2500,2000,500,9,5129-185601-qvgdtemg-172-21-0-50,397865,353.59375,4.6582731699425945,3.7096005529491904,0.4576067551701112,0.7593896856927159,79,6.307604712000284,"{'alpha': 0.012963332994565337, 'gamma': 0.07636038105990271}",False,False,,384.78125,390.78125,False
miami_housing,kernel_ridge_rbf,kernel,1,2500,2000,500,15,5129-185601-qvgdtemg-172-21-0-50,397835,352.23828125,110663.13339625984,60786.65996341801,0.9035420020864212,0.3568002121841884,70,5.905237484999816,"{'alpha': 0.00035738484070835117, 'gamma': 0.003560914196994063}",False,False,,383.58984375,389.703125,False
brazilian_houses,kernel_ridge_rbf,kernel,0,2500,2000,500,49,5129-185601-qvgdtemg-172-21-0-50,397791,354.421875,2458.375998521109,1634.5845809174618,0.7114069641493697,0.2870203853665466,88,7.136715216000084,"{'alpha': 0.06721362608879487, 'gamma': 0.0004638700377828286}",False,False,,396.46875,392.2265625,False
sarcos,kernel_ridge_rbf,kernel,0,2500,2000,500,21,5129-185601-qvgdtemg-172-21-0-50,397834,353.05859375,3.73398312645828,2.452267090589113,0.9540533120895888,0.1822466054852301,97,6.391239601999587,"{'alpha': 0.00784509396285601, 'gamma': 0.012650555565143596}",False,False,,384.41015625,390.4296875,False
miami_housing,kernel_ridge_rbf,kernel,4,2500,2000,500,15,5129-185601-qvgdtemg-172-21-0-50,397830,349.921875,109781.62159751936,57785.43230621587,0.9045523007838768,0.3536284079180091,97,6.414297280999563,"{'alpha': 0.009018479703329117, 'gamma': 0.011665319202828848}",False,False,,383.26171875,389.2578125,False
pumadyn32nh,kernel_ridge_rbf,kernel,4,2500,2000,500,32,5129-185601-qvgdtemg-172-21-0-50,397802,353.125,0.0319600936953867,0.0257206662750884,0.1911974159507113,0.8792165520381691,91,6.801871638000193,"{'alpha': 0.023100233873843606, 'gamma': 7.557215776711043e-05}",False,False,,384.5625,390.64453125,False
cps88wages,kernel_ridge_rbf,kernel,2,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,397853,350.3671875,299.29136337741704,217.81748551827064,0.4154718828555401,0.7195375920070923,82,6.048782603000291,"{'alpha': 1.2232676589266875, 'gamma': 0.036439297736679255}",False,False,,381.5078125,387.51953125,False
naval_propulsion_plant,kernel_ridge_rbf,kernel,4,2500,2000,500,14,5129-185601-qvgdtemg-172-21-0-50,397839,349.38671875,0.0001752697951585,0.0001331375571938,0.9998590582620448,0.0119094893671293,103,6.634295859000304,"{'alpha': 5.0569252322162686e-05, 'gamma': 0.10345957242960567}",False,False,,392.9296875,388.69140625,False
miami_housing,kernel_ridge_rbf,kernel,3,2500,2000,500,15,5129-185601-qvgdtemg-172-21-0-50,397837,353.546875,112240.8057447836,60504.53251812718,0.8740510079583305,0.3497729163306832,103,6.835084057999666,"{'alpha': 0.002604910286944726, 'gamma': 0.010980748028434257}",False,False,,384.81640625,390.83984375,False
kin8nm,kernel_ridge_rbf,kernel,1,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-50,397885,350.375,0.0792410138554679,0.06094690963559,0.9128126494338962,0.3030443509171912,64,5.323499500000253,"{'alpha': 0.034034924544267424, 'gamma': 0.1285934614519395}",False,False,,383.66015625,389.7578125,False
white_wine,kernel_ridge_rbf,kernel,4,2500,2000,500,11,5129-185601-qvgdtemg-172-21-0-50,397851,353.91015625,0.6709541100715678,0.5183771610691911,0.3455781361615435,0.7574640463534831,79,6.180546542999764,"{'alpha': 0.005349359184651142, 'gamma': 0.004904095741600163}",False,False,,385.125,391.08984375,False
space_ga,kernel_ridge_rbf,kernel,2,2500,2000,500,6,5129-185601-qvgdtemg-172-21-0-50,397883,352.2890625,0.1038854154215537,0.0784843364562719,0.7201761285958374,0.5103962377892156,52,5.108059371000309,"{'alpha': 0.005441550802570906, 'gamma': 0.18144703025912393}",False,False,,419.96484375,389.44921875,False
diamonds,kernel_ridge_rbf,kernel,4,2500,2000,500,26,5129-185601-qvgdtemg-172-21-0-50,397826,353.875,710.1085811687701,420.6484431548175,0.9647961147614028,0.1797208255269962,91,6.997904286999983,"{'alpha': 0.033563978140654586, 'gamma': 0.007417105101155122}",False,False,,385.21484375,391.26171875,False
wave_energy,kernel_ridge_rbf,kernel,3,2500,2000,500,48,5129-185601-qvgdtemg-172-21-0-50,397792,345.671875,832.992103626846,656.4012168014068,0.9999398946828498,0.0075280010164292,103,7.51065205300074,"{'alpha': 7.068908871390126e-05, 'gamma': 4.7029783075653366e-05}",False,False,,379.3828125,385.546875,False
space_ga,kernel_ridge_rbf,kernel,3,2500,2000,500,6,5129-185601-qvgdtemg-172-21-0-50,397884,350.12109375,0.0994610689964608,0.0747389302124669,0.7608690448965497,0.4928170419254466,61,5.297299779000241,"{'alpha': 0.008042820482435795, 'gamma': 0.09165993967864118}",False,False,,383.375,389.328125,False
pumadyn32nh,kernel_ridge_rbf,kernel,3,2500,2000,500,32,5129-185601-qvgdtemg-172-21-0-50,397812,351.015625,0.0322291992472793,0.0261547451973359,0.1925780791255282,0.8882865753951006,112,7.067099676999533,"{'alpha': 0.06210204599613942, 'gamma': 0.00014918769116509234}",False,False,,421.23828125,390.71875,False
california_housing,kernel_ridge_rbf,kernel,2,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-50,397868,350.59765625,58039.86907396664,41119.88818865221,0.7504052666546714,0.5243961428573937,64,5.156046191000314,"{'alpha': 0.0485296204441404, 'gamma': 0.09734421281092717}",False,False,,385.53515625,387.95703125,False
pumadyn32nh,kernel_ridge_rbf,kernel,0,2500,2000,500,32,5129-185601-qvgdtemg-172-21-0-50,397810,353.46875,0.0331236180075507,0.026447257438251,0.1854070828931374,0.9185662379362785,91,7.022250705999795,"{'alpha': 0.5774783167034068, 'gamma': 0.0022726982666068257}",False,False,,384.96484375,391.078125,False
white_wine,kernel_ridge_rbf,kernel,0,2500,2000,500,11,5129-185601-qvgdtemg-172-21-0-50,397848,349.90234375,0.6251122068526478,0.4963712671126796,0.3853727237955072,0.7000369327773648,85,6.408660341000541,"{'alpha': 0.019375424843593773, 'gamma': 0.010371590336918386}",False,False,,383.30078125,389.39453125,False
cpu_activity,kernel_ridge_rbf,kernel,3,2500,2000,500,21,5129-185601-qvgdtemg-172-21-0-50,397827,350.75390625,5.290312851762932,2.626955905724964,0.9311052002798188,0.2744401731972108,100,6.736697698999706,"{'alpha': 0.0006151431300327598, 'gamma': 0.004782040456031333}",False,False,,382.10546875,388.25,False
health_insurance,kernel_ridge_rbf,kernel,1,2500,2000,500,25,5129-185601-qvgdtemg-172-21-0-50,397811,351.96484375,14.487574571159216,11.579829186409931,0.3823245706229463,0.7714615033163141,94,7.023950436000632,"{'alpha': 0.34077416564252666, 'gamma': 0.005870130989187365}",False,False,,385.3671875,391.44140625,False
combined_cycle_power_plant,kernel_ridge_rbf,kernel,2,2500,2000,500,4,5129-185601-qvgdtemg-172-21-0-50,397905,350.8125,3.957018447589113,3.226740951152295,0.9468820231950654,0.2322772388053017,73,5.307072980000157,"{'alpha': 5.769932077071242e-05, 'gamma': 0.017734180156457377}",False,False,,383.98828125,389.92578125,False
space_ga,kernel_ridge_rbf,kernel,1,2500,2000,500,6,5129-185601-qvgdtemg-172-21-0-50,397880,352.98828125,0.110009086731182,0.0813580660776905,0.6951863811908131,0.5423570189225553,58,5.222636370000146,"{'alpha': 0.001153220418990578, 'gamma': 0.07073661970229496}",False,False,,384.2265625,390.171875,False
physiochemical_protein,kernel_ridge_rbf,kernel,4,2500,2000,500,9,5129-185601-qvgdtemg-172-21-0-50,397867,340.05078125,4.767901484231532,3.727867669855843,0.4213107469566838,0.7752919834636386,88,6.361213281999881,"{'alpha': 0.008589168609716525, 'gamma': 0.05779330183848959}",False,False,,373.44921875,379.54296875,False
abalone,kernel_ridge_rbf,kernel,3,2500,2000,500,10,5129-185601-qvgdtemg-172-21-0-50,397862,351.03515625,2.13059547895042,1.5237946808411509,0.5534715210405945,0.6538909526452241,85,5.940278194000712,"{'alpha': 0.00010831141806070101, 'gamma': 0.0006323369456462054}",False,False,,382.33203125,388.3359375,False
health_insurance,kernel_ridge_rbf,kernel,3,2500,2000,500,25,5129-185601-qvgdtemg-172-21-0-50,397816,353.21875,15.094506115674188,11.840619252991862,0.3440476494824454,0.8063092208399314,109,7.191287964999901,"{'alpha': 7.416221058272892e-05, 'gamma': 6.51669125500719e-05}",False,False,,384.71484375,390.75,False
california_housing,kernel_ridge_rbf,kernel,3,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-50,397888,351.66796875,54984.83023100136,41131.94165705633,0.7139025108379815,0.4826779715314416,88,6.470117351000226,"{'alpha': 0.04778412641963044, 'gamma': 0.052236573903126055}",False,False,,382.92578125,388.8828125,False
miami_housing,kernel_ridge_rbf,kernel,2,2500,2000,500,15,5129-185601-qvgdtemg-172-21-0-50,397824,351.9140625,99307.50372302992,55203.157176472494,0.8969532256585893,0.3078541951006586,73,5.422201139000208,"{'alpha': 0.01614900138108654, 'gamma': 0.015700293379934324}",False,False,,383.22265625,389.33984375,False
kin8nm,kernel_ridge_rbf,kernel,3,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-50,397895,349.87890625,0.0858585713707111,0.0663633140988281,0.8920880794910788,0.3264361205581634,61,5.439053319000777,"{'alpha': 0.032346945818301984, 'gamma': 0.11198037272433563}",False,False,,383.125,389.08203125,False
kin8nm,kernel_ridge_rbf,kernel,2,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-50,397900,351.8671875,0.0874210252044846,0.0675678446670848,0.8908096488902858,0.3329779837105823,58,5.579634546999841,"{'alpha': 0.010654751222612674, 'gamma': 0.09657663303262332}",False,False,,419.5390625,389.0234375,False
white_wine,kernel_ridge_rbf,kernel,2,2500,2000,500,11,5129-185601-qvgdtemg-172-21-0-50,397852,352.08984375,0.6859825796002526,0.5360934793222696,0.3602845862198587,0.7800346250335345,70,5.709044186000028,"{'alpha': 0.0003120260050631197, 'gamma': 0.001863999986598366}",False,False,,383.3984375,389.37890625,False
brazilian_houses,kernel_ridge_rbf,kernel,3,2500,2000,500,49,5129-185601-qvgdtemg-172-21-0-50,397800,352.984375,2689.552599839088,1778.9443764915811,0.6511356587430861,0.3139312596818283,103,7.441677013000117,"{'alpha': 0.07896956094139239, 'gamma': 0.0003734357145573896}",False,False,,384.76171875,391.0625,False
cps88wages,kernel_ridge_rbf,kernel,4,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,397842,353.57421875,325.00747869630067,227.3390551797792,0.3796051983051437,0.7908307614430803,88,5.641042706999542,"{'alpha': 0.0008220971659188437, 'gamma': 0.0013241104595214659}",False,False,,421.27734375,390.7578125,False
abalone,kernel_ridge_rbf,kernel,2,2500,2000,500,10,5129-185601-qvgdtemg-172-21-0-50,397870,348.14453125,2.2132032735775007,1.5935349576226765,0.5734487614343801,0.690014758892987,64,5.60071650700047,"{'alpha': 0.010846435726524977, 'gamma': 0.008299878463809819}",False,False,,418.12890625,387.61328125,False
naval_propulsion_plant,kernel_ridge_rbf,kernel,0,2500,2000,500,14,5129-185601-qvgdtemg-172-21-0-50,397831,351.9453125,0.0001577049962373,0.0001244038541881,0.9998825385350956,0.0106774177622097,109,7.173228534999907,"{'alpha': 4.601070839412622e-05, 'gamma': 0.08568322441102066}",False,False,,385.18359375,391.2265625,False
space_ga,kernel_ridge_rbf,kernel,4,2500,2000,500,6,5129-185601-qvgdtemg-172-21-0-50,397878,340.57421875,0.1251052838306346,0.0794085066868285,0.6748657973595455,0.6332452441881424,73,5.753098025999861,"{'alpha': 0.012662298613038149, 'gamma': 0.1814115962930423}",False,False,,373.89453125,379.83984375,False
cpu_activity,kernel_ridge_rbf,kernel,0,2500,2000,500,21,5129-185601-qvgdtemg-172-21-0-50,397828,353.62890625,4.037454869863817,2.276434175243402,0.9642773527829523,0.2131108346777419,94,6.544500550000521,"{'alpha': 0.0007599127279879137, 'gamma': 0.0062476421427255175}",False,False,,385.01953125,391.0390625,False
miami_housing,kernel_ridge_rbf,kernel,0,2500,2000,500,15,5129-185601-qvgdtemg-172-21-0-50,397836,344.12109375,114548.2215412007,57858.29359172835,0.8825358766034676,0.3620923472877764,103,6.720433939000031,"{'alpha': 0.010169461426572799, 'gamma': 0.01862660703271428}",False,False,,377.515625,383.51171875,False
cps88wages,kernel_ridge_rbf,kernel,1,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,397850,354.0078125,300.4560989405526,220.50538107913525,0.3877968005601876,0.7196173018685447,76,5.931320695000068,"{'alpha': 0.3119448814072034, 'gamma': 0.030752292196945898}",False,False,,385.21484375,391.19140625,False
cps88wages,kernel_ridge_rbf,kernel,3,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,397847,353.53125,295.7228747350158,218.4832784697165,0.3935936836480292,0.7061876006492851,85,6.0068644439998025,"{'alpha': 0.6997130471395069, 'gamma': 0.02112060205734865}",False,False,,384.7109375,390.69140625,False
wave_energy,kernel_ridge_rbf,kernel,0,2500,2000,500,48,5129-185601-qvgdtemg-172-21-0-50,397794,353.8671875,899.0296768401887,699.1667252020901,0.9999306178457552,0.0081281272323946,112,7.782901679999668,"{'alpha': 5.4675501751512084e-05, 'gamma': 4.7492353650108356e-05}",False,False,,385.51953125,391.671875,False
physiochemical_protein,kernel_ridge_rbf,kernel,0,2500,2000,500,9,5129-185601-qvgdtemg-172-21-0-50,397855,353.5078125,4.805379769368733,3.807052527114944,0.3970517821727667,0.7791575090900845,91,6.346685111000625,"{'alpha': 0.006471896255166447, 'gamma': 0.03310633366537207}",False,False,,384.78125,390.7421875,False
video_transcoding,kernel_ridge_rbf,kernel,0,2500,2000,500,24,5129-185601-qvgdtemg-172-21-0-50,397806,353.7265625,5.642501975583902,2.3035770422796267,0.8678796309418146,0.3862352275224258,106,7.061828466000407,"{'alpha': 5.845759586734504e-05, 'gamma': 0.006357750737425353}",False,False,,385.15625,391.1875,False
kin8nm,kernel_ridge_rbf,kernel,4,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-50,397877,353.2109375,0.082479368097612,0.0627507515394737,0.8968890371727531,0.3119351301696668,82,6.022453573999883,"{'alpha': 0.012526761523249275, 'gamma': 0.1013625723494897}",False,False,,384.421875,390.37890625,False
grid_stability,kernel_ridge_rbf,kernel,3,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,397849,353.0390625,0.0088031006225903,0.0061253885460991,0.9361494180721036,0.2389510786489771,79,5.9727749949997815,"{'alpha': 0.005559323310116903, 'gamma': 0.021540906530227253}",False,False,,384.30078125,390.26953125,False
grid_stability,kernel_ridge_rbf,kernel,4,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,397846,351.51171875,0.008103045010425,0.0058736515156009,0.9500430326088822,0.2221820268786728,100,6.215044862000468,"{'alpha': 0.0019752041050899627, 'gamma': 0.016067319203128764}",False,False,,382.83984375,388.9140625,False
abalone,kernel_ridge_rbf,kernel,0,2500,2000,500,10,5129-185601-qvgdtemg-172-21-0-50,397864,351.828125,2.2190326732211845,1.5238610952972955,0.4605407880204117,0.6728378436460303,94,6.25651204299993,"{'alpha': 0.0024256362249230625, 'gamma': 0.00718657922208492}",False,False,,385.11328125,391.1171875,False
white_wine,kernel_ridge_rbf,kernel,3,2500,2000,500,11,5129-185601-qvgdtemg-172-21-0-50,397854,352.484375,0.7143190375367597,0.547272966996301,0.3372493994188301,0.8168615506708764,85,6.423576600999695,"{'alpha': 0.024791341258749756, 'gamma': 0.008363485308515582}",False,False,,383.75390625,389.71875,False
sarcos,kernel_ridge_rbf,kernel,3,2500,2000,500,21,5129-185601-qvgdtemg-172-21-0-50,397820,350.34765625,3.771785839692448,2.481997008570896,0.9672637759941628,0.1917296226645744,91,6.485040069999741,"{'alpha': 0.0015769471654205765, 'gamma': 0.0066491877254482535}",False,False,,383.765625,389.953125,False
grid_stability,kernel_ridge_rbf,kernel,0,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,397840,342.28515625,0.0093725940668546,0.0061758457695784,0.9358878364982978,0.2581566213178565,94,6.241847582999981,"{'alpha': 0.017356345483109, 'gamma': 0.03935266365762438}",False,False,,375.66796875,381.63671875,False
abalone,kernel_ridge_rbf,kernel,4,2500,2000,500,10,5129-185601-qvgdtemg-172-21-0-50,397866,353.70703125,2.0938954108289742,1.4569156652068804,0.5895021338061646,0.646729079495011,100,6.300322670999776,"{'alpha': 0.007314305383779848, 'gamma': 0.004392988339521523}",False,False,,384.9296875,390.8984375,False
physiochemical_protein,kernel_ridge_rbf,kernel,3,2500,2000,500,9,5129-185601-qvgdtemg-172-21-0-50,397875,345.49609375,4.756729138239706,3.7161122388109726,0.4106437970499951,0.7712208558778695,118,7.706979980999677,"{'alpha': 0.0257198938435388, 'gamma': 0.117001261689025}",False,False,,378.765625,384.73046875,False
combined_cycle_power_plant,kernel_ridge_rbf,kernel,0,2500,2000,500,4,5129-185601-qvgdtemg-172-21-0-50,397901,353.25,4.509422274191192,3.260544820982169,0.9382605436615395,0.2687277770175285,109,6.411526400999719,"{'alpha': 0.00046991972241023624, 'gamma': 0.02482733722074999}",False,False,,384.29296875,390.265625,False
kin8nm,kernel_ridge_rbf,kernel,0,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-50,397889,353.7734375,0.0881027819744507,0.0660995005689094,0.8782822091122777,0.3318441694015347,103,6.507983000999957,"{'alpha': 0.0010278046287209575, 'gamma': 0.04107708947394501}",False,False,,385.03515625,390.9921875,False
combined_cycle_power_plant,kernel_ridge_rbf,kernel,4,2500,2000,500,4,5129-185601-qvgdtemg-172-21-0-50,397914,351.78515625,4.033600147584103,3.2482147476484258,0.9454771689174876,0.23713544898127,103,6.503703219999807,"{'alpha': 0.0005496559132635748, 'gamma': 0.012350310405854407}",False,False,,382.9453125,388.87890625,False
space_ga,kernel_ridge_rbf,kernel,0,2500,2000,500,6,5129-185601-qvgdtemg-172-21-0-50,397886,353.51171875,0.0990364061516682,0.0760392036762128,0.7351339550141096,0.4843063372240989,97,6.346562901000652,"{'alpha': 0.00036429913779743823, 'gamma': 0.05467654184385813}",False,False,,384.68359375,390.62890625,False
california_housing,kernel_ridge_rbf,kernel,4,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-50,397897,349.37890625,56895.57592752592,42785.99991050219,0.7280681383135694,0.5057665406061407,88,6.381284090999543,"{'alpha': 0.05065137041850069, 'gamma': 0.05212231671549809}",False,False,,382.62109375,388.578125,False
california_housing,kernel_ridge_rbf,kernel,0,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-50,397896,350.90234375,53523.87669375581,39203.54554950886,0.7360311472821701,0.4708994817983928,106,6.733386659000644,"{'alpha': 0.031606431565139766, 'gamma': 0.03268466353661261}",False,False,,382.23828125,388.3046875,False
combined_cycle_power_plant,kernel_ridge_rbf,kernel,3,2500,2000,500,4,5129-185601-qvgdtemg-172-21-0-50,397906,354.08203125,4.063091746793573,3.101605424947381,0.9413666273702034,0.2371515029929928,103,6.706595548999758,"{'alpha': 0.00032680433727700085, 'gamma': 0.03115191733703533}",False,False,,385.15234375,391.0859375,False
solar_flare,random_forest,tree,3,1066,852,214,29,5129-185601-qvgdtemg-172-21-0-50,398775,353.890625,0.7623809504138249,0.4093237169833464,0.1946943701959333,0.916554182261864,22,15.131595695000216,"{'max_depth': 17, 'max_features': 0.3506385543831778, 'min_samples_split': 21, 'min_samples_leaf': 18}",False,False,,354.7734375,354.7734375,False
solar_flare,random_forest,tree,4,1066,852,214,29,5129-185601-qvgdtemg-172-21-0-50,398779,341.34765625,0.6920931147719674,0.3681308285963194,0.2313960087505913,0.8181376816822389,49,15.512259912000443,"{'max_depth': 21, 'max_features': 0.22110386747273375, 'min_samples_split': 30, 'min_samples_leaf': 3}",False,False,,342.3515625,342.3515625,False
forest_fires,random_forest,tree,4,517,413,104,29,5129-185601-qvgdtemg-172-21-0-50,398812,353.09765625,22.752937268346606,14.340649575362896,-0.0124830649485367,0.3241632565973619,55,16.683381353000186,"{'max_depth': 25, 'max_features': 0.3354604303681886, 'min_samples_split': 28, 'min_samples_leaf': 30}",False,False,,354.01171875,354.01171875,False
forest_fires,random_forest,tree,0,517,413,104,29,5129-185601-qvgdtemg-172-21-0-50,398804,353.953125,110.01793438228825,24.54670935613554,-0.0044953748692768,2.4523505282097298,31,17.368063726999935,"{'max_depth': 22, 'max_features': 0.7199040151131698, 'min_samples_split': 17, 'min_samples_leaf': 25}",False,False,,354.84375,354.84375,False
energy_efficiency,random_forest,tree,0,768,614,154,8,5129-185601-qvgdtemg-172-21-0-50,398818,342.234375,0.4063094040323025,0.2727337142857085,0.9983572599238772,0.0402426392366683,67,18.06038170200009,"{'max_depth': 21, 'max_features': 0.7953700365988382, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,346.76171875,351.5234375,False
cps88wages,random_forest,tree,0,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,398722,354.19921875,342.5366464674841,242.4282165867204,0.3186522372967039,0.8352041302600298,43,20.15544670599957,"{'max_depth': 25, 'max_features': 0.4450973669431999, 'min_samples_split': 24, 'min_samples_leaf': 16}",False,False,,355.0390625,355.0390625,False
solar_flare,random_forest,tree,2,1066,852,214,29,5129-185601-qvgdtemg-172-21-0-50,398756,353.10546875,0.6215891965909116,0.369000585193391,0.1420508228146031,0.7133240590669934,64,18.54694264799945,"{'max_depth': 14, 'max_features': 0.33107634460025304, 'min_samples_split': 30, 'min_samples_leaf': 7}",False,False,,354.078125,354.078125,False
forest_fires,random_forest,tree,3,517,413,104,29,5129-185601-qvgdtemg-172-21-0-50,398822,354.11328125,23.99013133494591,14.0733811909072,-0.0481940781205059,0.3420492074952609,79,19.39631830200051,"{'max_depth': 8, 'max_features': 0.2292294577505598, 'min_samples_split': 3, 'min_samples_leaf': 26}",False,False,,355.00390625,355.00390625,False
forest_fires,random_forest,tree,2,517,413,104,29,5129-185601-qvgdtemg-172-21-0-50,398803,353.12890625,39.29621007874133,19.50623318174293,-0.1216655113209324,0.5722262757207818,34,19.5162388509998,"{'max_depth': 12, 'max_features': 0.7732024250539403, 'min_samples_split': 2, 'min_samples_leaf': 30}",False,False,,354.0703125,354.0703125,False
forest_fires,random_forest,tree,1,517,413,104,29,5129-185601-qvgdtemg-172-21-0-50,398809,352.515625,36.711118944481534,18.708577311459667,-0.0385621734783876,0.5335097866976889,97,19.906198797999423,"{'max_depth': 22, 'max_features': 0.10102248536414588, 'min_samples_split': 15, 'min_samples_leaf': 16}",False,False,,353.515625,353.5625,False
student_performance_por,random_forest,tree,4,649,519,130,56,5129-185601-qvgdtemg-172-21-0-50,398807,353.4765625,2.5789845375885214,2.031643921633921,0.3953782493448974,0.8045243115723727,55,20.34014639500037,"{'max_depth': 24, 'max_features': 0.41672161860232, 'min_samples_split': 3, 'min_samples_leaf': 2}",False,False,,354.43359375,354.43359375,False
solar_flare,random_forest,tree,1,1066,852,214,29,5129-185601-qvgdtemg-172-21-0-50,398784,352.89453125,0.6312021770243353,0.4089407486015549,-0.0003216972852415,0.7187060451426991,100,20.69149471200035,"{'max_depth': 5, 'max_features': 0.19634886028653303, 'min_samples_split': 30, 'min_samples_leaf': 3}",False,False,,353.8828125,353.8828125,False
solar_flare,random_forest,tree,0,1066,852,214,29,5129-185601-qvgdtemg-172-21-0-50,398776,349.6171875,0.6844058667236804,0.3546898660511832,0.1311014243752568,0.7973658272198291,64,21.07150026900036,"{'max_depth': 5, 'max_features': 0.29585922979547363, 'min_samples_split': 8, 'min_samples_leaf': 10}",False,False,,350.51171875,350.51171875,False
QSAR_fish_toxicity,random_forest,tree,2,908,726,182,6,5129-185601-qvgdtemg-172-21-0-50,398815,353.63671875,0.8794273820975035,0.6552795323677794,0.5779544608097713,0.5948893159884147,91,21.18888896800036,"{'max_depth': 12, 'max_features': 0.1263767566365518, 'min_samples_split': 3, 'min_samples_leaf': 1}",False,False,,354.48046875,354.48046875,False
cars,random_forest,tree,0,804,643,161,17,5129-185601-qvgdtemg-172-21-0-50,398793,351.54296875,2239.74875214594,1566.3662712091125,0.9518505810565486,0.2287526149722534,76,21.43145655600074,"{'max_depth': 22, 'max_features': 0.7064735643705833, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,357.2734375,352.77734375,False
energy_efficiency,random_forest,tree,1,768,614,154,8,5129-185601-qvgdtemg-172-21-0-50,398828,352.34765625,0.4428567122000698,0.3136293896103942,0.9982078189646808,0.044401756280371,100,22.34528626999964,"{'max_depth': 20, 'max_features': 0.763364720824843, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,353.3125,353.3125,False
